section,path,seq,latency_ns
sample,zmq,294,126100
sample,zmq,295,89200
sample,zmq,296,102500
sample,zmq,297,135500
sample,zmq,298,138000
sample,zmq,299,148100
sample,zmq,300,127400
sample,zmq,301,153600
sample,zmq,302,127700
sample,zmq,303,182200
sample,zmq,304,168000
sample,zmq,305,132700
sample,zmq,306,126200
sample,zmq,307,133100
sample,zmq,308,133600
sample,zmq,309,124900
sample,zmq,310,188800
sample,zmq,311,146100
sample,zmq,312,147800
sample,zmq,313,159500
sample,zmq,314,174800
sample,zmq,315,140000
sample,zmq,316,132400
sample,zmq,317,130600
sample,zmq,318,161300
sample,zmq,319,159200
sample,zmq,320,142300
sample,zmq,321,135800
sample,zmq,322,137700
sample,zmq,323,130700
sample,zmq,324,138400
sample,zmq,325,128900
sample,zmq,326,141500
sample,zmq,327,140800
sample,zmq,328,146600
sample,zmq,329,140000
sample,zmq,330,140500
sample,zmq,331,194200
sample,zmq,332,152600
sample,zmq,333,160500
sample,zmq,334,227300
sample,zmq,335,163200
sample,zmq,336,141400
sample,zmq,337,158500
sample,zmq,338,165500
sample,zmq,339,135400
sample,zmq,340,159500
sample,zmq,341,135300
sample,zmq,342,146900
sample,zmq,343,163200
sample,zmq,344,137500
sample,zmq,345,164200
sample,zmq,346,143300
sample,zmq,347,134700
sample,zmq,348,131200
sample,zmq,349,134700
sample,zmq,350,141900
sample,zmq,351,161800
sample,zmq,352,131800
sample,zmq,353,167700
sample,zmq,354,147300
sample,zmq,355,158100
sample,zmq,356,122200
sample,zmq,357,145200
sample,zmq,358,133400
sample,zmq,359,138000
sample,zmq,360,201100
sample,zmq,361,195900
sample,zmq,362,153300
sample,zmq,363,153600
sample,zmq,364,126400
sample,zmq,365,125800
sample,zmq,366,150900
sample,zmq,367,139300
sample,zmq,368,127400
sample,zmq,369,139300
sample,zmq,370,161900
sample,zmq,371,175200
sample,zmq,372,261200
sample,zmq,373,160200
sample,zmq,374,149000
sample,zmq,375,133700
sample,zmq,376,123600
sample,zmq,377,137600
sample,zmq,378,122200
sample,zmq,379,172100
sample,zmq,380,240000
sample,zmq,381,248500
sample,zmq,382,183900
sample,zmq,383,200400
sample,zmq,384,141000
sample,zmq,385,132300
sample,zmq,386,139700
sample,zmq,387,124900
sample,zmq,388,135800
sample,zmq,389,161000
sample,zmq,390,167000
sample,zmq,391,153700
sample,zmq,392,168300
sample,zmq,393,178000
sample,zmq,394,153800
sample,zmq,395,171400
sample,zmq,396,157700
sample,zmq,397,167400
sample,zmq,398,156800
sample,zmq,399,127000
sample,zmq,400,122800
sample,zmq,401,113500
sample,zmq,402,118500
sample,zmq,403,123700
sample,zmq,404,119200
sample,zmq,405,118100
sample,zmq,406,129000
sample,zmq,407,122600
sample,zmq,408,124300
sample,zmq,409,125800
sample,zmq,410,122700
sample,zmq,411,135100
sample,zmq,412,129600
sample,zmq,413,130000
sample,zmq,414,164400
sample,zmq,415,189800
sample,zmq,416,214800
sample,zmq,417,140600
sample,zmq,418,179300
sample,zmq,419,135400
sample,zmq,420,142800
sample,zmq,421,189200
sample,zmq,422,160000
sample,zmq,423,137700
sample,zmq,424,163200
sample,zmq,425,152800
sample,zmq,426,188700
sample,zmq,427,194300
sample,zmq,428,146600
sample,zmq,429,139200
sample,zmq,430,143400
sample,zmq,431,172400
sample,zmq,432,138700
sample,zmq,433,144300
sample,zmq,434,147200
sample,zmq,435,174100
sample,zmq,436,166300
sample,zmq,437,152700
sample,zmq,438,145900
sample,zmq,439,155400
sample,zmq,440,142500
sample,zmq,441,142100
sample,zmq,442,190700
sample,zmq,443,173200
sample,zmq,444,143200
sample,zmq,445,136600
sample,zmq,446,134800
sample,zmq,447,131100
sample,zmq,448,134100
sample,zmq,449,130400
sample,zmq,450,211500
sample,zmq,451,144400
sample,zmq,452,130800
sample,zmq,453,193400
sample,zmq,454,168600
sample,zmq,455,132200
sample,zmq,456,431600
sample,zmq,457,812900
sample,zmq,458,1017500
sample,zmq,459,464200
sample,zmq,460,287100
sample,zmq,461,299600
sample,zmq,462,341100
sample,zmq,463,263700
sample,zmq,464,262700
sample,zmq,465,248700
sample,zmq,466,173900
sample,zmq,467,154000
sample,zmq,468,150300
sample,zmq,469,150800
sample,zmq,470,132500
sample,zmq,471,101900
sample,zmq,472,131700
sample,zmq,473,127400
sample,zmq,474,125000
sample,zmq,475,131200
sample,zmq,476,142900
sample,zmq,477,155300
sample,zmq,478,133300
sample,zmq,479,140800
sample,zmq,480,134000
sample,zmq,481,146900
sample,zmq,482,134900
sample,zmq,483,144200
sample,zmq,484,136700
sample,zmq,485,159000
sample,zmq,486,146400
sample,zmq,487,137600
sample,zmq,488,139300
sample,zmq,489,133000
sample,zmq,490,130600
sample,zmq,491,140000
sample,zmq,492,154200
sample,zmq,493,154500
sample,zmq,494,153800
sample,zmq,495,152300
sample,zmq,496,136000
sample,zmq,497,137300
sample,zmq,498,224900
sample,zmq,499,172100
sample,zmq,500,198900
sample,zmq,501,179400
sample,zmq,502,259600
sample,zmq,503,244800
sample,zmq,504,194500
sample,zmq,505,195700
sample,zmq,506,164500
sample,zmq,507,161300
sample,zmq,508,159700
sample,zmq,509,192200
sample,zmq,510,152700
sample,zmq,511,138200
sample,zmq,512,146900
sample,zmq,513,205900
sample,zmq,514,148900
sample,zmq,515,145200
sample,zmq,516,147900
sample,zmq,517,179800
sample,zmq,518,172100
sample,zmq,519,187800
sample,zmq,520,143200
sample,zmq,521,132800
sample,zmq,522,179900
sample,zmq,523,184100
sample,zmq,524,163200
sample,zmq,525,151200
sample,zmq,526,171200
sample,zmq,527,148200
sample,zmq,528,173800
sample,zmq,529,198800
sample,zmq,530,182100
sample,zmq,531,204900
sample,zmq,532,173300
sample,zmq,533,173900
sample,zmq,534,147000
sample,zmq,535,151600
sample,zmq,536,148600
sample,zmq,537,215500
sample,zmq,538,233400
sample,zmq,539,210000
sample,zmq,540,188900
sample,zmq,541,168400
sample,zmq,542,152000
sample,zmq,543,174100
sample,zmq,544,172500
sample,zmq,545,169600
sample,zmq,546,155800
sample,zmq,547,155100
sample,zmq,548,143500
sample,zmq,549,154100
sample,zmq,550,161300
sample,zmq,551,146400
sample,zmq,552,152600
sample,zmq,553,147700
sample,zmq,554,153600
sample,zmq,555,185400
sample,zmq,556,167600
sample,zmq,557,182600
sample,zmq,558,154500
sample,zmq,559,197300
sample,zmq,560,165700
sample,zmq,561,182000
sample,zmq,562,169800
sample,zmq,563,133700
sample,zmq,564,169000
sample,zmq,565,188800
sample,zmq,566,160100
sample,zmq,567,155000
sample,zmq,568,174200
sample,zmq,569,182400
sample,zmq,570,157700
sample,zmq,571,168900
sample,zmq,572,155900
sample,zmq,573,170700
sample,zmq,574,177300
sample,zmq,575,157200
sample,zmq,576,156600
sample,zmq,577,154000
sample,zmq,578,184500
sample,zmq,579,149200
sample,zmq,580,175900
sample,zmq,581,160200
sample,zmq,582,193200
sample,zmq,583,177900
sample,zmq,584,117600
sample,zmq,585,180300
sample,zmq,586,170300
sample,zmq,587,147000
sample,zmq,588,159200
sample,zmq,589,194200
sample,zmq,590,190900
sample,zmq,591,177900
sample,zmq,592,196600
sample,zmq,593,170000
sample,zmq,594,168700
sample,zmq,595,184500
sample,zmq,596,147900
sample,zmq,597,195700
sample,zmq,598,172400
sample,zmq,599,170400
sample,zmq,600,161900
sample,zmq,601,160800
sample,zmq,602,160300
sample,zmq,603,156300
sample,zmq,604,168400
sample,zmq,605,164400
sample,zmq,606,158300
sample,zmq,607,188700
sample,zmq,608,157200
sample,zmq,609,190900
sample,zmq,610,149100
sample,zmq,611,149000
sample,zmq,612,148800
sample,zmq,613,1018900
sample,zmq,614,1029600
sample,zmq,615,831500
sample,zmq,616,494400
sample,zmq,617,448800
sample,zmq,618,275400
sample,zmq,619,235100
sample,zmq,620,133400
sample,zmq,621,203900
sample,zmq,622,192500
sample,zmq,623,189600
sample,zmq,624,163600
sample,zmq,625,158600
sample,zmq,626,156400
sample,zmq,627,169300
sample,zmq,628,179300
sample,zmq,629,170800
sample,zmq,630,150900
sample,zmq,631,191000
sample,zmq,632,157900
sample,zmq,633,180100
sample,zmq,634,180200
sample,zmq,635,183300
sample,zmq,636,181500
sample,zmq,637,161100
sample,zmq,638,180700
sample,zmq,639,165000
sample,zmq,640,173300
sample,zmq,641,179200
sample,zmq,642,163000
sample,zmq,643,148600
sample,zmq,644,162500
sample,zmq,645,147600
sample,zmq,646,177300
sample,zmq,647,153900
sample,zmq,648,176800
sample,zmq,649,160700
sample,zmq,650,178300
sample,zmq,651,180300
sample,zmq,652,167600
sample,zmq,653,192000
sample,zmq,654,175300
sample,zmq,655,174500
sample,zmq,656,194200
sample,zmq,657,180100
sample,zmq,658,142500
sample,zmq,659,152000
sample,zmq,660,181000
sample,zmq,661,180100
sample,zmq,662,177100
sample,zmq,663,177200
sample,zmq,664,171800
sample,zmq,665,180600
sample,zmq,666,165700
sample,zmq,667,162200
sample,zmq,668,183700
sample,zmq,669,149700
sample,zmq,670,150200
sample,zmq,671,210600
sample,zmq,672,161600
sample,zmq,673,143400
sample,zmq,674,139700
sample,zmq,675,131900
sample,zmq,676,148000
sample,zmq,677,135200
sample,zmq,678,134200
sample,zmq,679,132800
sample,zmq,680,183600
sample,zmq,681,200800
sample,zmq,682,170900
sample,zmq,683,152900
sample,zmq,684,182100
sample,zmq,685,145500
sample,zmq,686,161900
sample,zmq,687,155100
sample,zmq,688,155600
sample,zmq,689,152300
sample,zmq,690,193600
sample,zmq,691,162200
sample,zmq,692,163900
sample,zmq,693,172200
sample,zmq,694,146900
sample,zmq,695,156200
sample,zmq,696,164400
sample,zmq,697,161000
sample,zmq,698,128600
sample,zmq,699,120800
sample,zmq,700,100200
sample,zmq,701,120900
sample,zmq,702,117800
sample,zmq,703,91600
sample,zmq,704,119500
sample,zmq,705,128800
sample,zmq,706,121500
sample,zmq,707,159000
sample,zmq,708,138400
sample,zmq,709,149200
sample,zmq,710,137300
sample,zmq,711,174600
sample,zmq,712,143800
sample,zmq,713,148100
sample,zmq,714,142600
sample,zmq,715,164800
sample,zmq,716,143300
sample,zmq,717,138500
sample,zmq,718,157400
sample,zmq,719,149200
sample,zmq,720,160800
sample,zmq,721,150300
sample,zmq,722,143700
sample,zmq,723,139700
sample,zmq,724,173500
sample,zmq,725,161700
sample,zmq,726,147200
sample,zmq,727,143900
sample,zmq,728,145000
sample,zmq,729,141400
sample,zmq,730,159600
sample,zmq,731,147900
sample,zmq,732,153800
sample,zmq,733,172500
sample,zmq,734,151500
sample,zmq,735,145800
sample,zmq,736,148400
sample,zmq,737,170200
sample,zmq,738,151900
sample,zmq,739,183000
sample,zmq,740,147600
sample,zmq,741,146300
sample,zmq,742,155200
sample,zmq,743,157100
sample,zmq,744,160000
sample,zmq,745,182900
sample,zmq,746,143600
sample,zmq,747,173800
sample,zmq,748,152100
sample,zmq,749,181200
sample,zmq,750,143700
sample,zmq,751,143600
sample,zmq,752,151100
sample,zmq,753,306000
sample,zmq,754,528400
sample,zmq,755,721000
sample,zmq,756,530200
sample,zmq,757,695400
sample,zmq,758,298300
sample,zmq,759,401300
sample,zmq,760,312900
sample,zmq,761,421200
sample,zmq,762,180500
sample,zmq,763,156200
sample,zmq,764,146500
sample,zmq,765,153300
sample,zmq,766,171600
sample,zmq,767,151200
sample,zmq,768,141600
sample,zmq,769,139200
sample,zmq,770,156500
sample,zmq,771,142200
sample,zmq,772,168300
sample,zmq,773,145200
sample,zmq,774,140700
sample,zmq,775,155200
sample,zmq,776,144800
sample,zmq,777,142200
sample,zmq,778,160300
sample,zmq,779,147800
sample,zmq,780,153500
sample,zmq,781,151000
sample,zmq,782,156300
sample,zmq,783,149600
sample,zmq,784,155400
sample,zmq,785,147900
sample,zmq,786,150900
sample,zmq,787,147700
sample,zmq,788,211200
sample,zmq,789,172400
sample,zmq,790,149900
sample,zmq,791,136700
sample,zmq,792,175100
sample,zmq,793,151500
sample,zmq,794,139900
sample,zmq,795,157400
sample,zmq,796,185600
sample,zmq,797,168500
sample,zmq,798,159500
sample,zmq,799,139500
sample,zmq,800,157300
sample,zmq,801,158900
sample,zmq,802,158600
sample,zmq,803,162000
sample,zmq,804,152000
sample,zmq,805,147100
sample,zmq,806,140300
sample,zmq,807,132300
sample,zmq,808,203600
sample,zmq,809,164700
sample,zmq,810,132200
sample,zmq,811,639600
sample,zmq,812,714700
sample,zmq,813,336700
sample,zmq,814,213500
sample,zmq,815,166500
sample,zmq,816,150700
sample,zmq,817,120900
sample,zmq,818,454100
sample,zmq,819,190900
sample,zmq,820,417200
sample,zmq,821,179700
sample,zmq,822,165500
sample,zmq,823,144600
sample,zmq,824,149400
sample,zmq,825,177500
sample,zmq,826,170100
sample,zmq,827,161600
sample,zmq,828,174900
sample,zmq,829,230200
sample,zmq,830,157400
sample,zmq,831,164500
sample,zmq,832,135900
sample,zmq,833,130600
sample,zmq,834,133300
sample,zmq,835,150500
sample,zmq,836,146100
sample,zmq,837,142000
sample,zmq,838,142200
sample,zmq,839,129400
sample,zmq,840,140900
sample,zmq,841,147100
sample,zmq,842,131600
sample,zmq,843,142300
sample,zmq,844,152600
sample,zmq,845,143300
sample,zmq,846,138200
sample,zmq,847,137000
sample,zmq,848,136500
sample,zmq,849,144000
sample,zmq,850,140100
sample,zmq,851,145500
sample,zmq,852,148300
sample,zmq,853,131800
sample,zmq,854,157400
sample,zmq,855,156100
sample,zmq,856,801800
sample,zmq,857,177700
sample,zmq,858,142700
sample,zmq,859,131600
sample,zmq,860,125600
sample,zmq,861,149900
sample,zmq,862,160500
sample,zmq,863,174000
sample,zmq,864,167200
sample,zmq,865,132500
sample,zmq,866,148600
sample,zmq,867,144000
sample,zmq,868,136000
sample,zmq,869,166100
sample,zmq,870,167500
sample,zmq,871,150200
sample,zmq,872,138600
sample,zmq,873,139500
sample,zmq,874,140700
sample,zmq,875,133900
sample,zmq,876,133400
sample,zmq,877,139300
sample,zmq,878,154500
sample,zmq,879,143200
sample,zmq,880,177900
sample,zmq,881,142500
sample,zmq,882,149300
sample,zmq,883,146600
sample,zmq,884,146500
sample,zmq,885,132700
sample,zmq,886,140100
sample,zmq,887,128500
sample,zmq,888,128300
sample,zmq,889,124500
sample,zmq,890,134200
sample,zmq,891,126800
sample,zmq,892,129100
sample,zmq,893,128200
sample,zmq,894,126100
sample,zmq,895,128400
sample,zmq,896,127800
sample,zmq,897,145800
sample,zmq,898,144300
sample,zmq,899,186600
sample,zmq,900,163500
sample,zmq,901,141800
sample,zmq,902,134500
sample,zmq,903,141600
sample,zmq,904,222200
sample,zmq,905,142700
sample,zmq,906,126900
sample,zmq,907,137100
sample,zmq,908,108600
sample,zmq,909,101700
sample,zmq,910,124800
sample,zmq,911,125600
sample,zmq,912,123100
sample,zmq,913,99600
sample,zmq,914,123700
sample,zmq,915,322200
sample,zmq,916,460400
sample,zmq,917,224200
sample,zmq,918,344100
sample,zmq,919,476700
sample,zmq,920,623400
sample,zmq,921,373800
sample,zmq,922,448800
sample,zmq,923,259200
sample,zmq,924,426300
sample,zmq,925,160900
sample,zmq,926,112000
sample,zmq,927,139100
sample,zmq,928,151300
sample,zmq,929,150200
sample,zmq,930,125600
sample,zmq,931,160600
sample,zmq,932,133200
sample,zmq,933,134200
sample,zmq,934,133300
sample,zmq,935,151200
sample,zmq,936,158700
sample,zmq,937,143600
sample,zmq,938,146600
sample,zmq,939,137800
sample,zmq,940,135400
sample,zmq,941,136600
sample,zmq,942,163100
sample,zmq,943,141700
sample,zmq,944,130800
sample,zmq,945,133600
sample,zmq,946,171300
sample,zmq,947,146600
sample,zmq,948,158100
sample,zmq,949,158200
sample,zmq,950,212100

section,path,count,p50_ns,p95_ns,p99_ns,mean_ns
SUMMARY,shm,950,84200,138425,255743,91164.21
SUMMARY,zmq,950,148850,303120,705243,171885.26

COMPARE,zmq_p50_over_shm_p50,,1.7678,,,
